voiceID,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
/content/train/train_0030.wav,1.2145578231292518,221.6368322686776,13.37780501963148,8.962773915863943,0.0438353828013926,0.0001980055647785,0.0232689667424281,0.0204556139703213,0.0698069002272845,0.120765874706505,1.0927762252647109,0.0556296951727274,0.090058551672305,0.149545013087362,0.1668890855181824,749.3944126137831,1619.3037979237963,2612.170796867741,3805.6055974056753,737.717300269414,1550.814038274325,2434.4375765544028,3935.5767158994977,0.3249251497049123,1065.953138543361,2164.63640774941,1819.5507756244165,15.580490105698757,1074.080578789545,16.293004775974957
/content/train/train_0532.wav,1.46140589569161,232.6801219674228,29.587351438844657,19.85511273331351,0.0080706173546541,3.474396045142488e-05,0.0026404406099352,0.0036431480936593,0.0079213218298057,0.066342282671019,0.6147012966564125,0.0278621255016867,0.0352813979244563,0.0538257715941199,0.0835863765050602,973.0878926180196,1508.5644231353226,2459.592661955476,3405.322746423577,979.7700536205108,1379.1763387592068,2338.2618808339967,3265.905396434393,-0.2960041221919089,762.0451142712941,1990.7784174120268,1792.2978229461492,16.35715392357367,944.5225297406872,18.527879906479853
/content/train/train_0075.wav,0.5329705215419501,223.47902876492407,38.305604723936106,5.807726936796777,0.0230394983020264,0.0001031744274555,0.0118567362532459,0.0137217248495103,0.0355702087597377,0.1598922715740135,1.389816412701334,0.0736655214063814,0.0976116044258717,0.1994603439883636,0.2209965642191442,935.5445952910976,1668.9197910152238,2902.708374025824,3797.938372152066,884.1893661741333,1582.8136454872977,2914.5423803427425,3886.216856269413,0.8656033850302504,1000.6758300317598,2316.9405620683965,1995.3455637113047,14.313055738936342,1128.7823856722769,15.503431150351803
/content/train/train_0421.wav,0.402517006802721,182.6327937432591,33.80727343681539,11.64350890277273,0.0240550220310033,0.0001320967939199,0.0096519804502642,0.015875010396026,0.0289559413507928,0.1282386263218694,1.2023028296559377,0.0477509015177175,0.0683185350975305,0.1188281754764215,0.1432527045531527,890.68210839412,1431.539337795929,2617.137143018287,3318.313476280715,930.76908467459,1446.6851567404217,2800.557373408385,3123.4915061069746,-0.0030121008342021,730.9074738107948,2075.375780232593,1852.5724220531736,15.6942783545888,979.4774277306334,17.866670026838722
/content/train/train_0280.wav,0.4685487528344671,191.29187861293943,10.572626806253576,0.5212272340549072,0.0414890098148858,0.0002170813403015,0.0200849881813704,0.0188275525017977,0.0602549645441113,0.1956534862519325,1.8272828252088744,0.1142634810475018,0.1350971282297046,,0.3427904431425057,585.5388621743555,1657.2011796042132,2518.201296264472,3400.2864764103742,595.9994413205237,1664.1735060824249,2508.272326321164,3413.771954135163,-0.0587216381817942,939.2575042715464,2045.5543069648188,1707.1174916091536,16.45978312970714,1000.6258397647563,17.489054654149438
/content/train/train_0288.wav,0.4731065759637188,275.2655249038342,12.594944546523337,16.839906156690024,0.0681629922046518,0.0002554885600127,0.0406754020482667,0.0481772845494233,0.1220262061448003,0.1473425221192791,1.29405654775541,0.0672585067574979,0.1021427977506299,0.1485163816535385,0.2017755202724937,1045.8898625276952,1702.9355685466364,2356.5367990110594,3283.975459162923,1079.245169482946,1651.949464392971,2287.7585552610944,3272.8886490360446,0.1178808571984285,731.2144931843662,2072.960459543264,1911.457174449513,15.45892786423404,961.5263543385629,18.200229167965247
/content/train/train_0246.wav,0.981859410430839,230.2797521634239,34.56539523772565,12.674521480859529,0.0133160314365185,5.796891602410042e-05,0.0045635648282306,0.0068390918302086,0.0136906944846919,0.1087774395322144,1.0581497768380077,0.0512139981009301,0.0754626534682345,0.0655775697976701,0.1536419943027904,1005.3845338610364,1516.4369640878622,2438.275263337105,3325.367431762738,1003.4345026299576,1533.199698157614,2517.289879043276,3282.730375142358,0.0852682421277576,759.7652908374668,2084.163613743301,1888.2698099988131,15.469789810381513,980.2046575789448,17.853414452471693
/content/train/train_0393.wav,0.679546485260771,236.0124666076318,35.17657904590432,12.92920256011869,0.0128032259336581,5.454134221177998e-05,0.0024767256558399,0.0029189639301023,0.0074301769675198,0.0782666449634549,0.7472458641157911,0.0302506534017146,0.0465331971098011,0.0834589119374982,0.090751960205144,959.7386512740878,1684.6288178343054,2498.5269916118464,3404.155269909451,1032.663274361876,1669.6909579830494,2426.9348366660606,3380.625020044805,0.2985634774904617,782.6539152276431,2127.4785222639475,1939.378095376279,15.08487850924004,996.2091779036895,17.566591824444973
/content/train/train_0374.wav,0.7592063492063492,257.9550806041432,19.8017018534048,14.703583050385324,0.023432498572965,9.094344033285017e-05,0.0127616988211136,0.0168723076160341,0.0382850964633409,0.1147410608808125,0.9824622155836936,0.0472555418918128,0.0711337417619095,0.108690658155678,0.1417666256754385,983.245310640362,1660.727956116766,2564.3910718759084,3397.035202803119,948.2375684432228,1665.814657408629,2573.8812482244634,3325.618109621812,0.2809331150133806,792.4601803928631,2128.387895924532,1917.5697932012351,15.100251497898977,1002.2479654558122,17.460748839775572
/content/train/train_0322.wav,0.7422675736961452,243.9860859199605,30.024180099935545,14.736802979060633,0.0116047986502265,4.754277258589276e-05,0.0030187644811844,0.0035588558439888,0.0090562934435532,0.0755578631277224,0.7300149011100027,0.0308585045863672,0.0426364040826502,0.0934877394780749,0.0925755137591016,914.7167943454672,1562.3784780580906,2659.427146196739,3463.921904472954,856.690410244909,1570.8654482241077,2637.4071586674345,3365.367174807151,0.1523386049915587,836.225588187414,2107.5825479859004,1859.058824426366,15.42815358717115,1007.4736374262966,17.37018156098426
